step,reward
17518,1.190000057220459
17654,1.2000000476837158
17823,1.2200000286102295
18010,1.2200000286102295
18223,1.2200000286102295
18390,1.2599999904632568
18527,1.2799999713897705
18698,1.2999999523162842
18788,1.2999999523162842
18878,1.2999999523162842
18998,1.2999999523162842
19139,1.309999942779541
19229,1.2899999618530273
19399,1.2899999618530273
19612,1.309999942779541
19832,1.3700000047683716
19920,1.3600000143051147
20008,1.3300000429153442
20100,1.3300000429153442
20220,1.3300000429153442
20414,1.340000033378601
20584,1.3799999952316284
20676,1.340000033378601
20817,1.340000033378601
20909,1.350000023841858
21001,1.3300000429153442
21298,1.3600000143051147
21388,1.350000023841858
21524,1.350000023841858
21662,1.3200000524520874
21754,1.3200000524520874
21874,1.3200000524520874
21989,1.3300000429153442
22079,1.3300000429153442
22167,1.3200000524520874
22257,1.3200000524520874
22395,1.3200000524520874
22485,1.3200000524520874
22621,1.3200000524520874
22741,1.340000033378601
22833,1.3300000429153442
23021,1.309999942779541
23160,1.309999942779541
23250,1.309999942779541
23415,1.2899999618530273
23535,1.309999942779541
23731,1.350000023841858
23881,1.3700000047683716
23969,1.3700000047683716
24108,1.350000023841858
24198,1.3600000143051147
24290,1.350000023841858
24522,1.3600000143051147
24612,1.3600000143051147
24748,1.3200000524520874
24889,1.3200000524520874
24979,1.2899999618530273
25099,1.2799999713897705
25189,1.2799999713897705
25279,1.2799999713897705
25494,1.2799999713897705
25661,1.2899999618530273
25842,1.309999942779541
25932,1.309999942779541
26024,1.309999942779541
26114,1.309999942779541
26353,1.340000033378601
26443,1.340000033378601
26535,1.340000033378601
26627,1.3200000524520874
26719,1.3200000524520874
26837,1.309999942779541
26955,1.2999999523162842
27197,1.2999999523162842
27364,1.309999942779541
27531,1.2999999523162842
27619,1.309999942779541
27832,1.3300000429153442
27952,1.3300000429153442
28073,1.3200000524520874
28239,1.3300000429153442
28325,1.3300000429153442
28463,1.340000033378601
28555,1.340000033378601
28792,1.3300000429153442
28884,1.3600000143051147
28976,1.350000023841858
29068,1.3200000524520874
29160,1.3200000524520874
29297,1.309999942779541
29480,1.3200000524520874
29572,1.3200000524520874
29718,1.3300000429153442
29808,1.3300000429153442
29945,1.3300000429153442
30133,1.3300000429153442
30271,1.309999942779541
30412,1.309999942779541
30549,1.309999942779541
30733,1.2999999523162842
30823,1.2999999523162842
30915,1.2899999618530273
31005,1.2899999618530273
31125,1.2899999618530273
31217,1.2799999713897705
31351,1.2400000095367432
31441,1.2200000286102295
31594,1.2400000095367432
31684,1.2400000095367432
31802,1.2400000095367432
31920,1.2100000381469727
32107,1.2400000095367432
32195,1.2300000190734863
32287,1.2300000190734863
32407,1.2200000286102295
32497,1.2200000286102295
32635,1.2200000286102295
32802,1.25
32890,1.25
32980,1.25
33068,1.2400000095367432
33252,1.2200000286102295
33344,1.2100000381469727
33434,1.2100000381469727
33730,1.190000057220459
33871,1.25
34057,1.2699999809265137
34245,1.2599999904632568
34337,1.2599999904632568
34532,1.2599999904632568
34668,1.2300000190734863
34760,1.2200000286102295
34848,1.2000000476837158
35064,1.2000000476837158
35156,1.2300000190734863
35246,1.2300000190734863
35386,1.2200000286102295
35478,1.2200000286102295
35568,1.2200000286102295
35660,1.2000000476837158
35854,1.1399999856948853
35942,1.1699999570846558
36032,1.1699999570846558
36170,1.1699999570846558
36383,1.1799999475479126
36471,1.190000057220459
36563,1.149999976158142
36649,1.149999976158142
36739,1.149999976158142
36825,1.1399999856948853
36963,1.1399999856948853
37053,1.100000023841858
37264,1.1299999952316284
37528,1.1299999952316284
37649,1.1699999570846558
37741,1.159999966621399
37831,1.149999976158142
37967,1.149999976158142
38057,1.149999976158142
38147,1.149999976158142
38267,1.159999966621399
38501,1.159999966621399
38666,1.2000000476837158
38756,1.2000000476837158
38941,1.1799999475479126
39078,1.2100000381469727
39170,1.190000057220459
39333,1.2000000476837158
39425,1.2000000476837158
39708,1.2000000476837158
39849,1.2300000190734863
39988,1.2000000476837158
40078,1.1799999475479126
40216,1.1799999475479126
40366,1.190000057220459
40575,1.2100000381469727
40695,1.2400000095367432
40888,1.2400000095367432
41027,1.2400000095367432
41163,1.25
41428,1.2899999618530273
41520,1.2899999618530273
41661,1.2899999618530273
41923,1.2899999618530273
42094,1.340000033378601
42184,1.3200000524520874
42352,1.3200000524520874
42444,1.2999999523162842
42578,1.2999999523162842
42666,1.309999942779541
42756,1.309999942779541
42874,1.2899999618530273
42964,1.2899999618530273
43054,1.2899999618530273
43316,1.2899999618530273
43454,1.340000033378601
43648,1.350000023841858
43811,1.3700000047683716
43901,1.3700000047683716
43991,1.3200000524520874
44083,1.2999999523162842
44329,1.3200000524520874
44606,1.350000023841858
44724,1.350000023841858
44891,1.340000033378601
44981,1.340000033378601
45073,1.340000033378601
45163,1.3300000429153442
45255,1.3300000429153442
45394,1.3300000429153442
45530,1.309999942779541
45725,1.3300000429153442
45995,1.4199999570846558
46087,1.4199999570846558
46274,1.4199999570846558
46412,1.440000057220459
46560,1.4299999475479126
46650,1.4199999570846558
46742,1.4199999570846558
46834,1.4199999570846558
47002,1.399999976158142
47092,1.409999966621399
47184,1.3899999856948853
47274,1.3899999856948853
47487,1.3799999952316284
47703,1.3899999856948853
47841,1.4199999570846558
48028,1.4500000476837158
48243,1.4500000476837158
48335,1.4700000286102295
48473,1.4800000190734863
48640,1.4700000286102295
48829,1.4900000095367432
49016,1.4900000095367432
49154,1.5199999809265137
49366,1.5299999713897705
49551,1.5299999713897705
49668,1.5399999618530273
49758,1.5399999618530273
49899,1.5399999618530273
49991,1.5399999618530273
50155,1.5499999523162842
50395,1.559999942779541
50485,1.559999942779541
50678,1.5800000429153442
50812,1.600000023841858
51025,1.6100000143051147
51236,1.6399999856948853
51501,1.6399999856948853
51593,1.6799999475479126
51729,1.6299999952316284
51821,1.600000023841858
51913,1.5800000429153442
52051,1.5800000429153442
52143,1.5700000524520874
52235,1.559999942779541
52371,1.5499999523162842
52510,1.5700000524520874
52600,1.5700000524520874
52690,1.5399999618530273
52782,1.5399999618530273
52874,1.5299999713897705
52966,1.5299999713897705
53086,1.5299999713897705
53277,1.5399999618530273
53444,1.5700000524520874
53628,1.5700000524520874
53720,1.5800000429153442
53810,1.5800000429153442
53898,1.5700000524520874
54033,1.5499999523162842
54125,1.5499999523162842
54215,1.5499999523162842
54307,1.5499999523162842
54395,1.5499999523162842
54541,1.559999942779541
54631,1.559999942779541
54748,1.5399999618530273
54988,1.5399999618530273
55078,1.5299999713897705
55210,1.5299999713897705
55377,1.5399999618530273
55465,1.5499999523162842
55557,1.5499999523162842
55649,1.5499999523162842
55739,1.5399999618530273
56003,1.5700000524520874
56093,1.5299999713897705
56185,1.5299999713897705
56273,1.5299999713897705
56363,1.5
56577,1.5299999713897705
56792,1.5399999618530273
56884,1.5399999618530273
56976,1.5399999618530273
57191,1.4900000095367432
57381,1.5299999713897705
57473,1.5299999713897705
57565,1.5299999713897705
57657,1.5199999809265137
57872,1.4900000095367432
58139,1.5199999809265137
58335,1.5299999713897705
58427,1.5299999713897705
58572,1.5199999809265137
58735,1.5
58871,1.5
59060,1.5199999809265137
59150,1.5199999809265137
59240,1.4700000286102295
59332,1.4600000381469727
59424,1.440000057220459
59589,1.4600000381469727
59754,1.4600000381469727
59846,1.4700000286102295
60010,1.4800000190734863
60144,1.4900000095367432
60282,1.5
60447,1.5
60613,1.5199999809265137
60780,1.4900000095367432
60920,1.5
61010,1.4700000286102295
61102,1.4700000286102295
61192,1.4700000286102295
61284,1.4700000286102295
61376,1.440000057220459
61466,1.3799999952316284
61554,1.3799999952316284
61715,1.3700000047683716
61833,1.3700000047683716
62002,1.399999976158142
62122,1.409999966621399
62404,1.409999966621399
62569,1.4600000381469727
62661,1.4700000286102295
62751,1.4500000476837158
62843,1.3600000143051147
62931,1.3600000143051147
63051,1.3600000143051147
63141,1.340000033378601
63352,1.340000033378601
63537,1.3700000047683716
63833,1.3700000047683716
63919,1.4199999570846558
64134,1.4199999570846558
64325,1.4500000476837158
64415,1.4500000476837158
64505,1.4500000476837158
64721,1.4500000476837158
64839,1.4500000476837158
64931,1.4299999475479126
65096,1.4199999570846558
65188,1.4199999570846558
65280,1.3899999856948853
65445,1.3799999952316284
65583,1.409999966621399
65675,1.3700000047683716
65765,1.3700000047683716
65855,1.340000033378601
65945,1.3200000524520874
66183,1.309999942779541
66370,1.340000033378601
66460,1.340000033378601
66623,1.340000033378601
66759,1.350000023841858
66877,1.3600000143051147
66969,1.3200000524520874
67179,1.3200000524520874
67299,1.3300000429153442
67437,1.3200000524520874
67529,1.2999999523162842
67621,1.2699999809265137
67856,1.2699999809265137
68041,1.2699999809265137
68127,1.2699999809265137
68294,1.2899999618530273
68427,1.2999999523162842
68517,1.2999999523162842
68603,1.2899999618530273
68886,1.2899999618530273
69052,1.3600000143051147
69170,1.350000023841858
69262,1.350000023841858
69352,1.350000023841858
69517,1.3700000047683716
69607,1.3700000047683716
69697,1.3700000047683716
69959,1.3700000047683716
70191,1.409999966621399
70283,1.409999966621399
70375,1.3799999952316284
70586,1.399999976158142
70749,1.399999976158142
70841,1.4199999570846558
70980,1.409999966621399
71121,1.4299999475479126
71213,1.4299999475479126
71305,1.4299999475479126
71421,1.440000057220459
71511,1.4299999475479126
71603,1.4199999570846558
71749,1.4299999475479126
71841,1.4299999475479126
71933,1.3899999856948853
72069,1.3899999856948853
72161,1.3899999856948853
72253,1.3700000047683716
72345,1.3700000047683716
72435,1.3700000047683716
72650,1.3700000047683716
72742,1.3600000143051147
72832,1.3600000143051147
72997,1.3600000143051147
73188,1.3799999952316284
73278,1.409999966621399
73488,1.409999966621399
73606,1.3899999856948853
73726,1.3899999856948853
73893,1.399999976158142
74079,1.4299999475479126
74263,1.409999966621399
74355,1.409999966621399
74476,1.409999966621399
74568,1.4199999570846558
74688,1.4299999475479126
74875,1.3899999856948853
74967,1.350000023841858
75057,1.350000023841858
75149,1.350000023841858
75312,1.3300000429153442
75404,1.3300000429153442
75496,1.2999999523162842
75661,1.2999999523162842
75842,1.3200000524520874
76013,1.4299999475479126
76135,1.4500000476837158
76271,1.440000057220459
76411,1.440000057220459
76644,1.4299999475479126
76736,1.4500000476837158
76856,1.4299999475479126
76948,1.4299999475479126
77038,1.4299999475479126
77130,1.409999966621399
77269,1.3899999856948853
77509,1.3899999856948853
77647,1.4199999570846558
77860,1.4199999570846558
77952,1.4500000476837158
78044,1.4500000476837158
78136,1.4500000476837158
78256,1.4600000381469727
78348,1.4600000381469727
78440,1.4600000381469727
78530,1.440000057220459
78667,1.4199999570846558
78805,1.4199999570846558
78897,1.4199999570846558
78989,1.3700000047683716
79109,1.350000023841858
79195,1.3600000143051147
79287,1.3600000143051147
79502,1.3600000143051147
79641,1.399999976158142
79836,1.409999966621399
79975,1.4199999570846558
80067,1.3799999952316284
80185,1.3799999952316284
80321,1.340000033378601
80413,1.350000023841858
80505,1.2999999523162842
80718,1.3300000429153442
80804,1.3300000429153442
80942,1.340000033378601
81034,1.309999942779541
81201,1.2999999523162842
81417,1.3300000429153442
81509,1.3300000429153442
81601,1.3300000429153442
81693,1.3300000429153442
81785,1.2999999523162842
81921,1.309999942779541
82007,1.309999942779541
82095,1.309999942779541
82185,1.309999942779541
82277,1.2899999618530273
82444,1.2699999809265137
82532,1.2699999809265137
82697,1.2699999809265137
82789,1.2699999809265137
82881,1.25
82971,1.25
83063,1.25
83155,1.2200000286102295
83247,1.2100000381469727
83414,1.2000000476837158
83599,1.2400000095367432
83733,1.2400000095367432
83867,1.2100000381469727
83987,1.2100000381469727
84104,1.2100000381469727
84192,1.2000000476837158
84280,1.2000000476837158
84372,1.2000000476837158
84464,1.2000000476837158
84556,1.1299999952316284
84743,1.1399999856948853
84956,1.1399999856948853
85046,1.1699999570846558
85259,1.1799999475479126
85450,1.2100000381469727
85540,1.2100000381469727
85630,1.2100000381469727
85767,1.1699999570846558
85917,1.1399999856948853
86038,1.1699999570846558
86203,1.159999966621399
86293,1.159999966621399
86508,1.1399999856948853
86649,1.1799999475479126
86741,1.159999966621399
86879,1.1699999570846558
86999,1.1699999570846558
87091,1.1699999570846558
87183,1.1699999570846558
87273,1.1699999570846558
87363,1.149999976158142
87503,1.149999976158142
87589,1.159999966621399
87782,1.1799999475479126
87963,1.190000057220459
88124,1.2300000190734863
88216,1.2300000190734863
88334,1.2300000190734863
88426,1.2400000095367432
88564,1.2100000381469727
88753,1.2400000095367432
88845,1.2400000095367432
88935,1.2200000286102295
89071,1.2000000476837158
89163,1.1699999570846558
89296,1.1699999570846558
89386,1.1699999570846558
89519,1.159999966621399
89611,1.1399999856948853
89703,1.1100000143051147
89868,1.1299999952316284
90006,1.1299999952316284
90169,1.1299999952316284
90289,1.1399999856948853
90430,1.1299999952316284
90623,1.1699999570846558
90773,1.1699999570846558
90865,1.190000057220459
90957,1.1699999570846558
91144,1.190000057220459
91234,1.190000057220459
91326,1.190000057220459
91462,1.1699999570846558
91599,1.0800000429153442
91687,1.059999942779541
91779,1.0499999523162842
91871,1.0499999523162842
91963,1.0399999618530273
92083,1.0199999809265137
92175,1.0199999809265137
92267,1.0099999904632568
92411,1.0099999904632568
92724,1.0399999618530273
92919,1.1299999952316284
93009,1.100000023841858
93159,1.090000033378601
93251,1.090000033378601
93343,1.059999942779541
93435,1.059999942779541
93527,1.059999942779541
93613,1.0499999523162842
93746,1.0499999523162842
93913,1.0800000429153442
94078,1.100000023841858
94170,1.090000033378601
94262,1.0800000429153442
94354,1.0800000429153442
94470,1.0800000429153442
94560,1.090000033378601
94650,1.0800000429153442
94816,1.100000023841858
94908,1.100000023841858
95000,1.059999942779541
95120,1.0399999618530273
95208,1.0299999713897705
95324,1.0399999618530273
95487,1.0399999618530273
95620,1.0499999523162842
95712,1.0499999523162842
95828,1.059999942779541
95920,1.0299999713897705
96012,1.0299999713897705
96104,1.0199999809265137
96194,1.0199999809265137
96406,1.0499999523162842
96527,1.0099999904632568
96690,1.0099999904632568
96780,1.0299999713897705
96915,1.0399999618530273
97007,1.0399999618530273
97140,1.0399999618530273
97321,1.0399999618530273
97438,1.0800000429153442
97603,1.100000023841858
97693,1.100000023841858
97829,1.090000033378601
97967,1.090000033378601
98106,1.100000023841858
98344,1.1100000143051147
98436,1.1299999952316284
98556,1.1399999856948853
98717,1.1399999856948853
98809,1.159999966621399
98947,1.159999966621399
99039,1.1699999570846558
99129,1.1299999952316284
99221,1.1299999952316284
99309,1.1200000047683716
99547,1.1299999952316284
99683,1.1399999856948853
99827,1.159999966621399
99963,1.159999966621399
100055,1.1699999570846558
100147,1.1699999570846558
100293,1.1799999475479126
100446,1.190000057220459
100609,1.190000057220459
100772,1.1799999475479126
100862,1.1699999570846558
100954,1.1399999856948853
101085,1.149999976158142
101177,1.149999976158142
101269,1.1399999856948853
101361,1.1399999856948853
101494,1.1200000047683716
101722,1.1399999856948853
101814,1.1399999856948853
101906,1.1399999856948853
101996,1.100000023841858
102161,1.1200000047683716
102253,1.1100000143051147
102345,1.1100000143051147
102465,1.100000023841858
102555,1.1100000143051147
102645,1.1100000143051147
102805,1.1299999952316284
102966,1.1299999952316284
103058,1.1399999856948853
103344,1.1399999856948853
103481,1.159999966621399
103629,1.1399999856948853
103721,1.1399999856948853
103956,1.1399999856948853
104046,1.159999966621399
104138,1.159999966621399
104299,1.149999976158142
104464,1.149999976158142
104556,1.1699999570846558
104743,1.159999966621399
104835,1.1799999475479126
104927,1.1699999570846558
105019,1.1699999570846558
105111,1.1699999570846558
105201,1.159999966621399
105289,1.159999966621399
105381,1.1399999856948853
105473,1.1399999856948853
105563,1.1299999952316284
105655,1.1100000143051147
105775,1.1100000143051147
105867,1.0700000524520874
106104,1.0700000524520874
106247,1.090000033378601
106383,1.090000033378601
106475,1.0800000429153442
106758,1.1299999952316284
107071,1.1299999952316284
107384,1.190000057220459
107476,1.2100000381469727
107568,1.2100000381469727
107660,1.2100000381469727
107752,1.2100000381469727
107872,1.2100000381469727
107990,1.2100000381469727
108082,1.2200000286102295
108174,1.2200000286102295
108324,1.2200000286102295
108588,1.2100000381469727
108783,1.2100000381469727
108933,1.2300000190734863
109156,1.25
109248,1.25
109340,1.25
109460,1.25
109686,1.2999999523162842
109776,1.2999999523162842
109939,1.2999999523162842
110031,1.2899999618530273
110123,1.2699999809265137
110292,1.2899999618530273
110384,1.2899999618530273
110476,1.2899999618530273
110568,1.2899999618530273
110656,1.2799999713897705
110793,1.2899999618530273
110885,1.2699999809265137
110977,1.2699999809265137
111069,1.2699999809265137
111157,1.2699999809265137
111249,1.2599999904632568
111341,1.25
111431,1.25
111564,1.2400000095367432
111699,1.2400000095367432
111819,1.2300000190734863
111911,1.2400000095367432
112072,1.2400000095367432
112160,1.2599999904632568
112323,1.2799999713897705
112413,1.25
112505,1.2400000095367432
112597,1.2400000095367432
112689,1.2200000286102295
112856,1.2100000381469727
112948,1.2300000190734863
113040,1.2200000286102295
113130,1.2200000286102295
113220,1.1799999475479126
113310,1.159999966621399
113492,1.1799999475479126
113636,1.190000057220459
113851,1.190000057220459
113969,1.2000000476837158
114132,1.2100000381469727
114224,1.190000057220459
114310,1.1799999475479126
114402,1.1799999475479126
114522,1.159999966621399
114612,1.1699999570846558
114883,1.190000057220459
115023,1.2200000286102295
115115,1.2200000286102295
115203,1.2200000286102295
115366,1.2200000286102295
115531,1.2100000381469727
115623,1.190000057220459
115786,1.190000057220459
115968,1.2100000381469727
116135,1.2300000190734863
116225,1.2300000190734863
116317,1.2000000476837158
116409,1.2000000476837158
116625,1.1799999475479126
116792,1.190000057220459
116884,1.2100000381469727
117077,1.2300000190734863
117163,1.2300000190734863
117344,1.2400000095367432
117481,1.2599999904632568
117573,1.25
117665,1.2100000381469727
117757,1.2100000381469727
117845,1.2100000381469727
118060,1.2100000381469727
118304,1.2799999713897705
118465,1.2999999523162842
118678,1.2999999523162842
118791,1.409999966621399
119116,1.4500000476837158
119257,1.4700000286102295
119470,1.5199999809265137
119703,1.5199999809265137
119844,1.5399999618530273
119936,1.5199999809265137
120028,1.4800000190734863
120120,1.4600000381469727
120212,1.4600000381469727
120350,1.4600000381469727
120612,1.4500000476837158
120931,1.5399999618530273
121023,1.5399999618530273
121115,1.5399999618530273
121278,1.5199999809265137
121366,1.5399999618530273
121604,1.5399999618530273
121896,1.6299999952316284
122016,1.6299999952316284
122280,1.6399999856948853
122423,1.690000057220459
122515,1.690000057220459
122603,1.690000057220459
122695,1.690000057220459
122787,1.690000057220459
122879,1.690000057220459
122971,1.6799999475479126
123063,1.6799999475479126
123203,1.6799999475479126
123339,1.649999976158142
123429,1.659999966621399
123644,1.6799999475479126
123736,1.6299999952316284
123998,1.6299999952316284
124137,1.6200000047683716
124271,1.590000033378601
124436,1.6100000143051147
124528,1.6100000143051147
124689,1.6100000143051147
124777,1.6299999952316284
124942,1.6399999856948853
125034,1.6299999952316284
125195,1.649999976158142
125408,1.649999976158142
125519,1.7400000095367432
125611,1.649999976158142
125703,1.6299999952316284
125793,1.590000033378601
126006,1.590000033378601
126190,1.7000000476837158
126328,1.7300000190734863
126420,1.6799999475479126
126512,1.6799999475479126
126604,1.6799999475479126
126696,1.659999966621399
126863,1.659999966621399
127050,1.6799999475479126
127165,1.690000057220459
127257,1.690000057220459
127343,1.690000057220459
127431,1.690000057220459
127519,1.6799999475479126
127611,1.6799999475479126
127703,1.6799999475479126
127868,1.6799999475479126
127960,1.7000000476837158
128052,1.7000000476837158
128144,1.7000000476837158
128377,1.7000000476837158
128516,1.7300000190734863
128606,1.7200000286102295
128698,1.7200000286102295
128790,1.7100000381469727
128908,1.7100000381469727
129000,1.7000000476837158
129092,1.6799999475479126
129315,1.7200000286102295
129403,1.7200000286102295
129495,1.7200000286102295
129646,1.7200000286102295
129738,1.7400000095367432
129824,1.7200000286102295
129914,1.7200000286102295
130006,1.7200000286102295
130126,1.7200000286102295
130218,1.7300000190734863
130310,1.7100000381469727
130402,1.690000057220459
130583,1.690000057220459
130868,1.7300000190734863
131018,1.7599999904632568
131110,1.7599999904632568
131200,1.7599999904632568
131338,1.7599999904632568
131581,1.7999999523162842
131715,1.7999999523162842
131915,1.7899999618530273
132083,1.7999999523162842
132175,1.7999999523162842
132411,1.8200000524520874
132503,1.8200000524520874
132639,1.809999942779541
132775,1.8200000524520874
132894,1.8200000524520874
132984,1.7999999523162842
133215,1.7799999713897705
133381,1.8200000524520874
133619,1.8600000143051147
133711,1.8600000143051147
133854,1.8700000047683716
133974,1.8600000143051147
134139,1.8600000143051147
134231,1.8300000429153442
134323,1.8300000429153442
134415,1.8200000524520874
134503,1.7999999523162842
134666,1.8200000524520874
134827,1.840000033378601
134913,1.840000033378601
135033,1.840000033378601
135125,1.850000023841858
135215,1.7599999904632568
135376,1.7599999904632568
135496,1.7599999904632568
135586,1.659999966621399
135706,1.6100000143051147
135798,1.600000023841858
135913,1.5399999618530273
136116,1.5399999618530273
136330,1.5499999523162842
136466,1.5700000524520874
136629,1.590000033378601
136721,1.590000033378601
136884,1.590000033378601
136976,1.6100000143051147
137068,1.590000033378601
137160,1.5
137252,1.4800000190734863
137390,1.4800000190734863
137482,1.4900000095367432
137697,1.4700000286102295
137887,1.5
137979,1.409999966621399
138071,1.409999966621399
138187,1.409999966621399
138277,1.3600000143051147
138369,1.3600000143051147
138461,1.3600000143051147
138553,1.3600000143051147
138720,1.3600000143051147
138810,1.3799999952316284
139170,1.4199999570846558
139289,1.4500000476837158
139381,1.4500000476837158
139519,1.440000057220459
139611,1.440000057220459
139778,1.409999966621399
139870,1.4299999475479126
139956,1.4299999475479126
140151,1.399999976158142
140243,1.399999976158142
140358,1.3899999856948853
140474,1.399999976158142
140566,1.399999976158142
140658,1.3799999952316284
140838,1.3700000047683716
141046,1.4199999570846558
141132,1.399999976158142
141220,1.399999976158142
141478,1.2999999523162842
141568,1.3300000429153442
141701,1.340000033378601
141866,1.3600000143051147
141956,1.3600000143051147
142048,1.25
142138,1.2200000286102295
142230,1.2200000286102295
142379,1.2400000095367432
142471,1.2400000095367432
142609,1.25
142699,1.25
142791,1.2100000381469727
142879,1.2000000476837158
142971,1.2000000476837158
143152,1.2000000476837158
143242,1.2300000190734863
143328,1.2300000190734863
143489,1.25
143575,1.25
143788,1.25
143876,1.2599999904632568
143968,1.2599999904632568
144060,1.2599999904632568
144152,1.2599999904632568
144242,1.2200000286102295
144379,1.2300000190734863
144471,1.2300000190734863
144563,1.2300000190734863
144683,1.2300000190734863
144771,1.2300000190734863
144919,1.25
145216,1.2200000286102295
145429,1.3300000429153442
145562,1.3300000429153442
145648,1.340000033378601
145736,1.3200000524520874
145824,1.3200000524520874
145914,1.3200000524520874
146006,1.3200000524520874
146096,1.3200000524520874
146182,1.309999942779541
146317,1.3200000524520874
146450,1.3300000429153442
146586,1.3300000429153442
146678,1.2699999809265137
146816,1.2200000286102295
146906,1.2200000286102295
146992,1.2200000286102295
147084,1.2200000286102295
147176,1.1799999475479126
147343,1.1699999570846558
147530,1.190000057220459
147697,1.1699999570846558
147864,1.1699999570846558
147984,1.1699999570846558
148124,1.1699999570846558
148216,1.159999966621399
148308,1.149999976158142
148400,1.149999976158142
148492,1.1399999856948853
148584,1.1399999856948853
148676,1.090000033378601
148764,1.0499999523162842
148951,1.0499999523162842
149184,1.0700000524520874
149324,1.0800000429153442
149416,1.059999942779541
149601,1.0800000429153442
149863,1.0800000429153442
149985,1.1399999856948853
150075,1.1399999856948853
150167,1.1200000047683716
150360,1.1299999952316284
150546,1.1299999952316284
150682,1.149999976158142
150798,1.149999976158142
150890,1.159999966621399
150980,1.1399999856948853
151133,1.1399999856948853
151225,1.149999976158142
151317,1.149999976158142
151453,1.149999976158142
151636,1.159999966621399
151774,1.159999966621399
151866,1.1200000047683716
152037,1.100000023841858
152154,1.1100000143051147
152335,1.1399999856948853
152518,1.1399999856948853
152608,1.1399999856948853
152700,1.1399999856948853
152792,1.1399999856948853
152931,1.149999976158142
153102,1.149999976158142
153194,1.159999966621399
153286,1.159999966621399
153378,1.1100000143051147
153470,1.1100000143051147
153562,1.1100000143051147
153654,1.100000023841858
153794,1.100000023841858
153989,1.1200000047683716
154129,1.149999976158142
154278,1.149999976158142
154426,1.1699999570846558
154606,1.190000057220459
154746,1.1699999570846558
154838,1.1399999856948853
154930,1.1399999856948853
155020,1.1399999856948853
155308,1.149999976158142
155552,1.2400000095367432
155638,1.2200000286102295
155724,1.2200000286102295
155844,1.2000000476837158
155964,1.2000000476837158
156102,1.2000000476837158
156190,1.2000000476837158
156305,1.2000000476837158
156423,1.2100000381469727
156515,1.2100000381469727
156653,1.159999966621399
156768,1.1799999475479126
156884,1.1799999475479126
156976,1.1799999475479126
157068,1.149999976158142
157160,1.1399999856948853
157281,1.1299999952316284
157369,1.1299999952316284
157455,1.1299999952316284
157573,1.1299999952316284
157665,1.1399999856948853
157757,1.1200000047683716
157845,1.1200000047683716
157935,1.1100000143051147
